cluster_4,cluster_6,cluster_8,cluster_13,X,Y,Z,Chat-252
3,3,4,9,54,29,28,0.000649854
3,3,4,9,55,29,28,0.001437277
3,3,4,4,57,29,28,0.003703892
3,3,7,7,61,29,28,0.005470474
1,1,1,10,62,29,28,0.013716802
3,3,4,4,63,29,28,0.004382456
0,0,0,0,64,29,28,-1.0
3,3,4,9,54,30,28,0.001457935
3,3,4,9,55,30,28,0.002233333
3,3,4,9,57,30,28,0.002400334
3,3,7,7,63,30,28,0.006295241
0,0,0,0,64,30,28,-1.0
3,3,4,4,54,31,28,0.002946072
3,3,4,9,55,31,28,0.002458948
3,3,4,4,54,32,28,0.003594209
3,3,4,9,55,32,28,0.002072868
3,3,4,4,54,33,28,0.002882817
3,3,4,9,55,33,28,0.001598662
3,3,4,9,56,33,28,0.001623281
1,1,1,1,58,33,28,0.010162617
3,3,4,9,53,34,28,0.000237281
3,3,4,9,54,34,28,0.001303959
3,3,4,9,55,34,28,0.002778754
3,3,7,7,59,34,28,0.006534027
3,3,4,9,54,35,28,0.000546215
3,3,4,4,55,35,28,0.00330142
3,3,4,9,56,35,28,0.002676342
3,3,4,9,57,35,28,0.002019397
3,1,7,7,58,35,28,0.007652789
3,3,4,9,54,36,28,0.000283261
3,3,4,9,57,36,28,0.000747087
3,3,4,9,56,26,29,0.001345836
0,0,0,0,60,26,29,-1.0
3,3,7,7,55,27,29,0.005523961
3,3,4,9,57,27,29,0.001885099
3,3,4,9,58,27,29,0.001345911
3,3,4,4,59,27,29,0.003334579
0,0,0,0,60,27,29,-1.0
3,1,1,1,61,27,29,0.009392548
1,4,5,5,62,27,29,0.018617041
3,3,4,9,54,28,29,0.001041283
3,3,4,4,55,28,29,0.004102275
0,0,0,0,60,28,29,-1.0
3,3,7,7,61,28,29,0.006113817
1,1,1,1,62,28,29,0.011829988
3,1,7,7,63,28,29,0.00806525
0,0,0,0,64,28,29,-1.0
3,3,4,9,54,29,29,0.001149444
3,3,4,9,55,29,29,0.001356832
3,3,4,9,57,29,29,0.002196505
3,3,7,7,61,29,29,0.006869876
1,1,1,10,62,29,29,0.014992894
3,3,4,4,63,29,29,0.004325577
0,0,0,0,64,29,29,-1.0
3,3,4,9,54,30,29,0.002501706
3,3,4,9,55,30,29,0.002436369
3,3,4,9,57,30,29,0.002217
3,3,4,4,59,30,29,0.003669024
3,3,7,7,63,30,29,0.005887431
0,0,0,0,64,30,29,-1.0
3,3,4,4,54,31,29,0.004251551
3,3,4,9,55,31,29,0.002679704
0,0,0,0,60,31,29,-1.0
3,3,7,7,54,32,29,0.005921528
3,3,4,9,55,32,29,0.002390386
3,3,4,9,56,32,29,0.00151848
3,3,7,4,54,33,29,0.005166821
3,3,4,9,55,33,29,0.00225071
3,3,4,9,56,33,29,0.001264066
3,1,1,1,58,33,29,0.009366349
3,3,4,9,53,34,29,0.000489253
3,3,4,9,54,34,29,0.001946169
3,3,4,4,55,34,29,0.003480291
1,1,1,1,58,34,29,0.010749511
3,3,4,4,59,34,29,0.004280459
3,3,4,9,54,35,29,0.000635649
3,3,4,4,55,35,29,0.004034276
3,3,4,9,56,35,29,0.00273208
3,3,4,9,57,35,29,0.001719651
3,1,7,7,58,35,29,0.007062529
0,0,0,0,60,26,30,-1.0
3,3,7,7,55,27,30,0.006924349
3,3,4,9,56,27,30,0.001987979
3,3,4,4,57,27,30,0.003194425
3,3,4,9,58,27,30,0.001672378
3,3,4,4,59,27,30,0.004076087
1,1,1,1,61,27,30,0.010407678
1,1,1,10,62,27,30,0.015338578
3,3,4,9,54,28,30,0.001732686
3,3,4,4,55,28,30,0.004646064
3,3,4,9,56,28,30,0.001202303
3,3,4,9,57,28,30,0.002231387
3,3,4,9,58,28,30,0.001915479
3,3,4,9,59,28,30,0.001935973
0,0,0,0,60,28,30,-1.0
3,1,7,1,61,28,30,0.008762122
1,1,1,1,62,28,30,0.011567916
3,1,7,7,63,28,30,0.007106304
0,0,0,0,64,28,30,-1.0
3,3,4,9,54,29,30,0.002041257
3,3,4,9,55,29,30,0.001572018
3,3,4,9,56,29,30,0.001018993
3,3,4,9,57,29,30,0.002040589
3,3,4,4,58,29,30,0.004357314
3,3,4,9,59,29,30,0.00223162
0,0,0,0,60,29,30,-1.0
1,1,1,1,61,29,30,0.00982004
1,4,5,5,62,29,30,0.018150527
3,3,7,7,63,29,30,0.005599373
0,0,0,0,64,29,30,-1.0
3,3,4,4,54,30,30,0.003652365
3,3,4,9,55,30,30,0.001953413
3,3,4,9,56,30,30,0.001229182
3,3,4,9,57,30,30,0.002319814
3,3,7,7,58,30,30,0.005930874
3,3,4,4,59,30,30,0.003767134
0,0,0,0,60,30,30,-1.0
3,1,7,1,61,30,30,0.008956258
1,4,5,8,62,30,30,0.023962114
3,3,7,7,63,30,30,0.00691857
0,0,0,0,64,30,30,-1.0
3,3,7,7,54,31,30,0.005521758
3,3,4,9,55,31,30,0.001968206
3,3,4,9,56,31,30,0.001338753
3,3,4,9,57,31,30,0.001995853
3,3,4,4,58,31,30,0.004507782
3,3,7,4,59,31,30,0.005190574
0,0,0,0,60,31,30,-1.0
1,4,5,5,62,31,30,0.020573491
3,3,7,7,63,31,30,0.005483634
3,1,7,7,54,32,30,0.007986829
3,3,4,9,55,32,30,0.00221854
3,3,4,9,56,32,30,0.001573979
3,3,4,9,57,32,30,0.002692872
3,3,7,7,58,32,30,0.00600568
0,0,0,0,60,32,30,-1.0
1,4,5,8,62,32,30,0.021567823
3,3,4,9,53,33,30,0.002029375
3,1,7,7,54,33,30,0.007117687
3,3,4,9,55,33,30,0.00260849
3,3,4,9,56,33,30,0.001289197
3,3,4,4,57,33,30,0.00323898
3,1,7,1,58,33,30,0.009038732
3,3,7,4,59,33,30,0.005142486
0,0,0,0,60,33,30,-1.0
3,3,4,9,53,34,30,0.000907178
3,3,4,9,54,34,30,0.002625121
3,3,4,4,55,34,30,0.002980051
3,3,4,9,56,34,30,0.001625088
3,3,4,9,57,34,30,0.002472864
1,1,1,1,58,34,30,0.010207552
3,3,4,4,59,34,30,0.00410453
3,3,4,9,54,35,30,0.000688263
3,3,4,9,55,35,30,0.002735499
3,3,4,9,56,35,30,0.00230636
3,3,4,9,57,35,30,0.001556767
3,1,7,7,58,35,30,0.007541332
3,3,4,9,55,36,30,0.001641413
0,0,0,0,60,26,31,-1.0
3,3,4,4,54,27,31,0.004545883
3,3,4,4,57,27,31,0.003046617
3,3,4,9,58,27,31,0.002830788
3,3,7,7,59,27,31,0.006132604
0,0,0,0,60,27,31,-1.0
1,1,1,1,61,27,31,0.011144924
1,1,1,1,62,27,31,0.01229426
1,1,1,1,63,27,31,0.010699088
3,3,4,4,54,28,31,0.003306405
3,1,1,1,55,28,31,0.009704477
3,3,4,9,56,28,31,0.0019593
3,3,4,9,57,28,31,0.002234076
3,3,4,9,58,28,31,0.002349742
3,3,4,4,59,28,31,0.004004126
0,0,0,0,60,28,31,-1.0
1,1,1,1,61,28,31,0.010070424
1,1,1,1,62,28,31,0.012515483
3,3,7,7,63,28,31,0.00610203
0,0,0,0,64,28,31,-1.0
3,3,4,4,54,29,31,0.002865667
3,3,4,9,55,29,31,0.001982778
3,3,4,9,56,29,31,0.001267682
3,3,4,9,57,29,31,0.002231577
3,3,4,4,58,29,31,0.003377514
3,3,4,4,59,29,31,0.003566168
0,0,0,0,60,29,31,-1.0
1,1,1,1,61,29,31,0.011266793
1,4,5,8,62,29,31,0.02198646
3,1,7,7,63,29,31,0.007337309
0,0,0,0,64,29,31,-1.0
3,3,4,4,54,30,31,0.004287078
3,3,4,9,55,30,31,0.001750075
3,3,4,9,56,30,31,0.001435806
3,3,4,9,57,30,31,0.002522449
3,3,4,4,58,30,31,0.00391598
3,3,4,4,59,30,31,0.004339677
0,0,0,0,60,30,31,-1.0
1,1,1,1,61,30,31,0.009948852
1,4,3,12,62,30,31,0.028102648
3,1,7,7,63,30,31,0.008722258
0,0,0,0,64,30,31,-1.0
3,3,7,7,54,31,31,0.005540136
3,3,4,9,55,31,31,0.001587689
3,3,4,9,56,31,31,0.001581287
3,3,4,9,57,31,31,0.002206128
3,3,4,4,58,31,31,0.003233868
3,3,7,7,59,31,31,0.00547288
0,0,0,0,60,31,31,-1.0
1,1,1,1,61,31,31,0.010620398
1,4,5,8,62,31,31,0.024007203
3,3,7,7,63,31,31,0.006753768
0,0,0,0,64,31,31,-1.0
3,3,7,7,54,32,31,0.006888033
3,3,4,9,55,32,31,0.001878796
3,3,4,9,56,32,31,0.001950669
3,3,4,4,57,32,31,0.003431565
3,3,7,4,58,32,31,0.005128724
3,3,7,7,59,32,31,0.006249609
0,0,0,0,60,32,31,-1.0
1,1,1,10,61,32,31,0.014013835
1,4,5,8,62,32,31,0.023426011
3,3,7,7,63,32,31,0.006183508
0,0,0,0,64,32,31,-1.0
3,3,4,9,53,33,31,0.002487533
3,3,7,7,54,33,31,0.00563475
3,3,4,9,55,33,31,0.002173803
3,3,4,9,56,33,31,0.001889442
3,3,4,4,57,33,31,0.004376133
3,1,7,7,58,33,31,0.008124634
3,3,7,7,59,33,31,0.006734202
0,0,0,0,60,33,31,-1.0
1,4,3,12,62,33,31,0.026610345
3,3,4,9,53,34,31,0.001074364
3,3,4,9,54,34,31,0.002298626
3,3,4,9,55,34,31,0.001915648
3,3,4,9,56,34,31,0.001486785
3,3,4,4,57,34,31,0.003434551
1,1,1,1,58,34,31,0.009855957
3,3,7,7,59,34,31,0.006218432
0,0,0,0,60,34,31,-1.0
1,1,1,10,61,34,31,0.012723568
1,4,3,12,62,34,31,0.026560444
3,3,4,9,54,35,31,0.000857223
3,3,4,9,55,35,31,0.001213225
3,3,4,9,56,35,31,0.001067747
3,3,4,9,57,35,31,0.002055003
3,1,1,1,58,35,31,0.00954887
3,3,4,4,59,35,31,0.004767559
0,0,0,0,60,35,31,-1.0
3,3,4,9,54,36,31,0.000444334
3,3,4,9,55,36,31,0.000450974
3,3,4,9,57,36,31,0.001040259
3,3,7,7,58,36,31,0.006090953
3,3,4,4,57,27,32,0.003155479
3,3,7,7,58,27,32,0.006599836
1,1,1,1,59,27,32,0.010386275
0,0,0,0,60,27,32,-1.0
1,1,1,1,61,27,32,0.011820537
1,1,1,10,62,27,32,0.014395771
3,1,7,7,63,27,32,0.007184304
0,0,0,0,64,27,32,-1.0
3,3,4,4,54,28,32,0.003272086
3,3,4,9,57,28,32,0.00247419
3,3,7,7,58,28,32,0.005842632
3,1,1,1,59,28,32,0.009361947
0,0,0,0,60,28,32,-1.0
1,1,1,1,61,28,32,0.010407089
1,4,5,10,62,28,32,0.016196784
3,3,7,7,63,28,32,0.006375959
0,0,0,0,64,28,32,-1.0
3,3,4,4,54,29,32,0.002953635
3,3,4,9,55,29,32,0.002348636
3,3,4,9,56,29,32,0.002107508
3,3,4,9,57,29,32,0.002662855
3,3,7,7,58,29,32,0.005462876
3,1,1,1,59,29,32,0.009508721
0,0,0,0,60,29,32,-1.0
1,1,1,1,61,29,32,0.011016714
1,4,5,8,62,29,32,0.02185391
3,1,7,7,63,29,32,0.007395479
0,0,0,0,64,29,32,-1.0
3,3,4,4,54,30,32,0.004327351
3,3,4,9,55,30,32,0.002196091
3,3,4,9,56,30,32,0.002442594
3,3,4,4,57,30,32,0.003658717
3,3,4,4,58,30,32,0.004709195
3,1,1,1,59,30,32,0.00974136
0,0,0,0,60,30,32,-1.0
1,1,1,1,61,30,32,0.010379655
1,4,3,12,62,30,32,0.026262786
3,1,7,7,63,30,32,0.008398392
0,0,0,0,64,30,32,-1.0
3,3,7,4,54,31,32,0.005255976
3,3,4,9,55,31,32,0.002270173
3,3,4,4,56,31,32,0.003094347
3,3,7,7,57,31,32,0.005501213
3,3,4,4,58,31,32,0.004269692
1,1,1,1,59,31,32,0.009823981
0,0,0,0,60,31,32,-1.0
1,1,1,1,61,31,32,0.0113401
1,4,3,12,62,31,32,0.02580874
3,1,7,7,63,31,32,0.008144161
0,0,0,0,64,31,32,-1.0
3,3,7,4,54,32,32,0.005193174
3,3,4,4,55,32,32,0.002977138
3,3,4,4,56,32,32,0.004315211
3,1,1,1,57,32,32,0.009735024
3,3,7,7,58,32,32,0.006359739
1,1,1,1,59,32,32,0.009900597
0,0,0,0,60,32,32,-1.0
1,1,1,10,61,32,32,0.014123066
1,4,3,8,62,32,32,0.025005559
3,1,7,7,63,32,32,0.007218636
0,0,0,0,64,32,32,-1.0
3,3,4,4,54,33,32,0.003803935
3,3,4,4,55,33,32,0.003471033
3,3,4,4,56,33,32,0.00468845
1,1,1,1,57,33,32,0.010828828
3,1,7,1,58,33,32,0.009090371
1,1,1,1,59,33,32,0.010165872
1,1,1,10,61,33,32,0.015223812
1,4,3,12,62,33,32,0.027224733
1,1,1,1,63,33,32,0.01167822
0,0,0,0,64,33,32,-1.0
3,3,4,9,53,34,32,0.001974417
3,3,4,9,54,34,32,0.002109547
3,3,4,4,55,34,32,0.003004599
3,3,4,4,56,34,32,0.003316698
3,1,7,7,57,34,32,0.007469418
1,1,1,1,58,34,32,0.011722574
1,1,1,1,59,34,32,0.010269662
1,1,1,1,61,34,32,0.010807816
1,4,3,12,62,34,32,0.028327424
3,3,4,9,53,35,32,0.001434194
3,3,4,9,54,35,32,0.001436062
3,3,4,9,55,35,32,0.001559542
3,3,4,4,57,35,32,0.004097099
1,1,1,10,58,35,32,0.014839842
3,1,7,1,59,35,32,0.009320277
0,0,0,0,60,35,32,-1.0
3,3,4,9,55,36,32,0.000394849
3,3,4,9,57,36,32,0.001779129
3,1,1,1,58,36,32,0.009443184
3,3,4,4,59,36,32,0.004174386
3,3,4,9,57,37,32,0.000645439
3,3,4,9,54,25,33,0.002425915
3,3,4,9,54,26,33,0.002165177
3,3,7,7,55,27,33,0.006923022
3,3,4,4,57,27,33,0.004810239
0,0,0,0,60,27,33,-1.0
1,1,1,1,61,27,33,0.011654109
1,4,5,10,62,27,33,0.015881488
3,3,7,7,63,27,33,0.007010581
0,0,0,0,64,27,33,-1.0
3,3,4,9,54,28,33,0.002438887
3,3,7,4,55,28,33,0.005081765
3,3,4,9,56,28,33,0.002262718
3,3,4,4,57,28,33,0.003393967
1,1,1,1,58,28,33,0.011170762
1,4,5,5,59,28,33,0.017909767
0,0,0,0,60,28,33,-1.0
1,1,1,1,61,28,33,0.011800546
1,4,5,5,62,28,33,0.018282063
3,1,7,7,63,28,33,0.007471035
0,0,0,0,64,28,33,-1.0
0,0,0,0,65,28,33,-1.0
3,3,4,4,54,29,33,0.002951728
3,3,4,9,55,29,33,0.002658957
3,3,4,9,56,29,33,0.002458741
3,3,4,4,57,29,33,0.00317562
1,1,1,1,58,29,33,0.010734497
1,4,5,5,59,29,33,0.01759905
0,0,0,0,60,29,33,-1.0
1,1,1,1,61,29,33,0.012090821
1,4,5,5,62,29,33,0.019335669
3,1,7,7,63,29,33,0.007692612
0,0,0,0,64,29,33,-1.0
3,3,4,4,54,30,33,0.004285353
3,3,4,4,55,30,33,0.003335885
3,3,4,4,56,30,33,0.003548114
3,3,7,7,57,30,33,0.00680586
1,1,1,1,58,30,33,0.009941585
1,4,5,5,59,30,33,0.017325332
0,0,0,0,60,30,33,-1.0
1,1,1,1,61,30,33,0.011672825
1,4,5,8,62,30,33,0.022459252
3,1,7,7,63,30,33,0.008645035
0,0,0,0,64,30,33,-1.0
3,3,4,4,55,31,33,0.004341767
3,1,7,7,56,31,33,0.007129836
1,1,5,10,57,31,33,0.015644344
1,1,1,1,58,31,33,0.011218656
1,4,5,10,59,31,33,0.016300263
0,0,0,0,60,31,33,-1.0
1,1,1,1,61,31,33,0.012007756
1,4,3,12,62,31,33,0.026507461
1,1,1,1,63,31,33,0.010159545
0,0,0,0,64,31,33,-1.0
3,3,7,4,54,32,33,0.00545278
3,1,7,7,55,32,33,0.007741568
1,1,1,1,56,32,33,0.011546548
1,4,3,12,57,32,33,0.028053166
1,4,5,5,58,32,33,0.017358681
1,1,1,10,59,32,33,0.015351443
0,0,0,0,60,32,33,-1.0
1,1,1,10,61,32,33,0.014044806
1,4,3,12,62,32,33,0.026858076
3,1,7,1,63,32,33,0.008945671
0,0,0,0,64,32,33,-1.0
3,3,4,4,54,33,33,0.004848884
1,1,1,1,55,33,33,0.010333231
1,1,1,1,56,33,33,0.011150417
1,4,3,12,57,33,33,0.02616504
1,4,5,5,58,33,33,0.017055752
1,1,1,10,59,33,33,0.014176023
1,1,1,10,61,33,33,0.014484843
1,4,3,12,62,33,33,0.02662741
1,1,1,1,63,33,33,0.010621666
0,0,0,0,64,33,33,-1.0
3,3,4,4,54,34,33,0.003806946
3,1,1,1,55,34,33,0.009580325
3,3,7,7,56,34,33,0.006783909
1,1,1,1,57,34,33,0.012524241
1,4,5,10,58,34,33,0.015833424
1,1,1,10,59,34,33,0.014851653
1,4,3,12,62,34,33,0.02681691
1,1,1,10,63,34,33,0.015000876
3,3,4,9,54,35,33,0.002698286
3,3,4,4,55,35,33,0.004771547
3,3,4,9,56,35,33,0.00278775
3,3,7,7,57,35,33,0.005634125
1,4,5,8,58,35,33,0.021116478
1,1,1,1,63,35,33,0.01010683
3,3,4,9,54,36,33,0.00142889
3,3,4,9,56,36,33,0.000641902
3,3,4,9,57,36,33,0.002254459
1,1,1,1,58,36,33,0.012142859
3,3,7,7,59,36,33,0.00647837
3,3,4,9,58,37,33,0.002753201
3,3,4,9,54,25,34,0.002603003
3,3,4,9,54,26,34,0.002167552
3,1,7,7,63,26,34,0.008658917
3,3,4,9,54,27,34,0.001941458
3,3,4,4,55,27,34,0.003008672
3,1,1,1,61,27,34,0.009778695
1,1,1,10,62,27,34,0.013844698
3,1,7,7,63,27,34,0.00796318
0,0,0,0,64,27,34,-1.0
3,3,4,9,54,28,34,0.002624665
3,3,4,9,55,28,34,0.002665425
3,3,4,4,56,28,34,0.003892
3,3,7,7,57,28,34,0.006622848
1,4,5,10,58,28,34,0.016446562
1,4,3,8,59,28,34,0.025379838
0,0,0,0,60,28,34,-1.0
1,1,1,1,61,28,34,0.011270745
1,4,5,10,62,28,34,0.016597388
3,1,7,7,63,28,34,0.008650351
0,0,0,0,64,28,34,-1.0
0,0,0,0,65,28,34,-1.0
3,3,4,9,53,29,34,0.001918433
3,3,4,4,54,29,34,0.003765296
3,3,4,4,55,29,34,0.003899959
3,3,4,4,56,29,34,0.004285067
3,3,7,7,57,29,34,0.005741414
1,4,5,5,58,29,34,0.01694023
1,4,5,8,59,29,34,0.023078201
0,0,0,0,60,29,34,-1.0
1,1,1,10,61,29,34,0.012606939
1,4,5,5,62,29,34,0.01833912
1,1,1,1,63,29,34,0.010123019
0,0,0,0,64,29,34,-1.0
0,0,0,0,65,29,34,-1.0
3,3,4,9,53,30,34,0.002466664
3,3,7,4,54,30,34,0.004942606
3,1,7,7,55,30,34,0.007053615
3,1,7,7,56,30,34,0.008679776
1,4,5,10,57,30,34,0.016072266
1,4,5,5,58,30,34,0.017881574
1,4,5,8,59,30,34,0.021772511
0,0,0,0,60,30,34,-1.0
1,1,1,10,61,30,34,0.01466625
1,4,5,8,62,30,34,0.022904586
1,1,1,1,63,30,34,0.011839305
0,0,0,0,64,30,34,-1.0
0,0,0,0,65,30,34,-1.0
3,3,4,4,53,31,34,0.00323791
3,3,7,7,54,31,34,0.006167194
1,1,1,1,55,31,34,0.010407193
1,4,5,5,56,31,34,0.019179555
2,2,3,3,57,31,34,0.036437284
1,4,5,8,58,31,34,0.024471914
1,4,5,5,59,31,34,0.019605301
1,4,5,5,61,31,34,0.017908618
1,4,3,12,62,31,34,0.028086623
1,1,1,10,63,31,34,0.012640091
0,0,0,0,64,31,34,-1.0
3,3,7,4,52,32,34,0.004880113
3,3,4,4,53,32,34,0.004768413
3,1,7,1,54,32,34,0.0090367
1,4,5,5,55,32,34,0.020458097
1,4,3,12,56,32,34,0.027941572
2,5,6,6,57,32,34,0.05127903
2,2,6,3,58,32,34,0.041090194
1,4,5,5,59,32,34,0.018066673
0,0,0,0,60,32,34,-1.0
1,4,5,5,61,32,34,0.017704196
1,4,3,12,62,32,34,0.028319124
1,1,1,1,63,32,34,0.011037231
0,0,0,0,64,32,34,-1.0
3,1,7,7,53,33,34,0.007533019
1,1,1,1,54,33,34,0.010648282
1,4,3,12,55,33,34,0.027163606
1,4,5,8,56,33,34,0.02413465
2,2,6,3,57,33,34,0.04055506
2,2,3,3,58,33,34,0.03277974
0,0,0,0,60,33,34,-1.0
1,1,1,10,61,33,34,0.014965565
1,4,3,8,62,33,34,0.025072763
1,1,1,1,63,33,34,0.011588675
0,0,0,0,64,33,34,-1.0
3,1,7,7,53,34,34,0.007409955
3,1,7,1,54,34,34,0.009091091
1,4,5,8,55,34,34,0.024633868
1,1,1,10,56,34,34,0.013063835
1,1,1,10,57,34,34,0.014956303
1,4,5,5,58,34,34,0.01812432
1,1,1,10,59,34,34,0.015382121
0,0,0,0,60,34,34,-1.0
1,1,1,1,61,34,34,0.010115959
1,1,1,10,63,34,34,0.014165176
0,0,0,0,64,34,34,-1.0
3,3,7,4,53,35,34,0.005060501
3,3,4,4,54,35,34,0.004192208
1,1,1,1,55,35,34,0.011258279
3,3,4,4,56,35,34,0.004442416
3,3,7,4,57,35,34,0.005024738
1,4,5,10,58,35,34,0.016626425
1,1,5,10,59,35,34,0.01569692
0,0,0,0,60,35,34,-1.0
3,3,4,9,54,36,34,0.001393688
3,3,4,9,55,36,34,0.001790159
3,3,4,9,56,36,34,0.000810281
3,3,4,9,57,36,34,0.001627626
3,1,7,7,58,36,34,0.008323435
3,3,7,7,59,36,34,0.005712041
3,3,4,9,58,37,34,0.001263568
3,3,4,9,59,37,34,0.001068464
3,3,7,7,54,26,35,0.006252925
1,4,5,10,62,26,35,0.015994877
1,1,1,10,53,27,35,0.013682359
3,3,7,4,54,27,35,0.005084793
3,3,4,4,55,27,35,0.003165858
1,4,5,8,59,27,35,0.02413062
3,1,7,7,61,27,35,0.007187247
1,1,1,10,62,27,35,0.01395342
0,0,0,0,64,27,35,-1.0
3,3,7,7,53,28,35,0.005855357
3,3,7,4,54,28,35,0.005332288
3,3,4,4,55,28,35,0.003238608
1,4,5,8,59,28,35,0.023070518
0,0,0,0,60,28,35,-1.0
3,1,7,7,61,28,35,0.00816936
1,1,1,10,62,28,35,0.014994336
1,1,1,1,63,28,35,0.009884301
0,0,0,0,64,28,35,-1.0
3,1,7,7,56,29,35,0.00866866
1,1,1,1,57,29,35,0.010063147
1,4,5,5,58,29,35,0.018622143
1,4,5,8,59,29,35,0.021107044
0,0,0,0,60,29,35,-1.0
1,1,1,1,61,29,35,0.010578985
1,4,5,5,62,29,35,0.018232297
1,1,1,10,63,29,35,0.014317717
0,0,0,0,64,29,35,-1.0
0,0,0,0,65,29,35,-1.0
3,3,4,4,53,30,35,0.002855233
3,1,7,7,54,30,35,0.00731898
1,1,1,10,55,30,35,0.012789047
1,4,5,5,56,30,35,0.01999359
2,4,3,12,57,30,35,0.0293548
1,4,5,8,58,30,35,0.021737818
0,0,0,0,60,30,35,-1.0
1,4,5,5,61,30,35,0.017475037
1,4,5,8,62,30,35,0.02470325
1,4,5,10,63,30,35,0.0165762
0,0,0,0,64,30,35,-1.0
0,0,0,0,65,30,35,-1.0
3,3,4,4,53,31,35,0.004274434
3,1,7,7,54,31,35,0.008448116
1,4,5,8,55,31,35,0.02223832
2,2,6,3,56,31,35,0.040641353
2,5,2,2,57,31,35,0.061109137
2,2,3,3,58,31,35,0.034863446
1,4,5,5,59,31,35,0.017966509
0,0,0,0,60,31,35,-1.0
2,2,3,12,61,31,35,0.030306604
2,2,3,12,62,31,35,0.02976102
1,1,1,10,63,31,35,0.014159031
0,0,0,0,64,31,35,-1.0
0,0,0,0,65,31,35,-1.0
3,1,7,7,53,32,35,0.007538426
1,1,1,10,54,32,35,0.014305064
2,2,6,3,55,32,35,0.040277872
2,5,6,6,56,32,35,0.05225248
2,5,2,2,57,32,35,0.063409306
2,5,2,2,58,32,35,0.05904818
1,4,5,5,59,32,35,0.018028527
0,0,0,0,60,32,35,-1.0
1,4,3,12,62,32,35,0.027064592
1,1,1,1,63,32,35,0.011982446
0,0,0,0,64,32,35,-1.0
1,1,1,1,53,33,35,0.011353702
1,4,5,5,54,33,35,0.018602937
2,5,6,6,55,33,35,0.050224476
2,2,6,6,56,33,35,0.043666597
2,2,6,3,57,33,35,0.039635073
2,2,6,6,58,33,35,0.04414554
1,4,5,10,59,33,35,0.015819602
0,0,0,0,60,33,35,-1.0
0,0,0,0,64,33,35,-1.0
2,2,6,6,55,34,35,0.043728355
1,4,5,8,56,34,35,0.022735318
1,1,1,1,57,34,35,0.012096418
1,4,5,5,58,34,35,0.01961954
0,0,0,0,60,34,35,-1.0
1,1,1,1,61,34,35,0.011775497
1,1,1,1,63,34,35,0.010148469
1,4,5,5,55,35,35,0.019198949
3,3,4,4,57,35,35,0.003080153
3,1,1,1,58,35,35,0.009406545
1,1,1,1,59,35,35,0.012082416
0,0,0,0,60,35,35,-1.0
3,3,7,7,61,35,35,0.006287049
3,3,4,9,57,36,35,0.000726382
3,3,4,4,58,36,35,0.003636841
3,3,4,4,59,36,35,0.003751508
3,3,4,9,61,36,35,0.001485661
3,3,4,9,58,37,35,0.000391367
2,2,6,3,53,26,36,0.03944639
1,4,3,12,53,27,36,0.026342096
0,0,0,0,60,27,36,-1.0
1,4,5,5,62,27,36,0.019343557
0,0,0,0,64,27,36,-1.0
3,1,7,1,54,28,36,0.008842525
0,0,0,0,60,28,36,-1.0
3,3,7,7,61,28,36,0.006477387
1,4,5,5,62,28,36,0.018981958
0,0,0,0,64,28,36,-1.0
1,1,1,1,54,29,36,0.010973427
3,3,7,7,55,29,36,0.007019467
1,1,1,10,56,29,36,0.012962506
1,1,1,10,57,29,36,0.014318037
1,4,5,10,59,29,36,0.016423428
0,0,0,0,60,29,36,-1.0
3,1,7,7,61,29,36,0.008199483
1,4,5,8,62,29,36,0.020927459
1,4,5,5,63,29,36,0.016970506
0,0,0,0,64,29,36,-1.0
3,3,4,4,53,30,36,0.00400848
1,1,1,1,54,30,36,0.011129785
1,4,5,5,55,30,36,0.017350415
2,2,3,12,56,30,36,0.031391963
2,2,3,3,57,30,36,0.037103165
1,4,5,8,58,30,36,0.02100026
1,1,1,10,59,30,36,0.013812512
0,0,0,0,60,30,36,-1.0
1,1,1,10,61,30,36,0.015168307
1,4,3,12,62,30,36,0.02728343
1,4,5,5,63,30,36,0.019131714
0,0,0,0,64,30,36,-1.0
3,3,7,7,53,31,36,0.00695913
1,1,1,10,54,31,36,0.012749734
2,2,3,3,55,31,36,0.036135547
2,5,2,2,56,31,36,0.057969164
2,5,2,11,57,31,36,0.0719765
2,2,3,3,58,31,36,0.035695117
1,1,1,10,59,31,36,0.013674534
0,0,0,0,60,31,36,-1.0
2,2,3,12,61,31,36,0.029489292
2,2,3,12,62,31,36,0.030265464
1,1,1,10,63,31,36,0.014882202
1,1,1,1,53,32,36,0.011991209
1,4,5,5,54,32,36,0.01839927
2,5,6,2,55,32,36,0.053277534
2,5,2,11,56,32,36,0.068461396
2,5,2,11,57,32,36,0.070118524
2,5,2,2,58,32,36,0.057531446
1,4,5,10,59,32,36,0.016164998
1,4,5,8,62,32,36,0.02161698
1,1,1,10,63,32,36,0.012767238
0,0,0,0,64,32,36,-1.0
1,1,1,10,53,33,36,0.014448391
1,4,5,8,54,33,36,0.022312675
2,5,6,2,55,33,36,0.054239955
2,5,6,6,56,33,36,0.05287211
2,2,6,6,58,33,36,0.044544782
1,1,1,10,61,33,36,0.0127424
3,1,7,1,63,33,36,0.009302093
0,0,0,0,64,33,36,-1.0
1,1,1,1,53,34,36,0.010189694
1,4,5,5,54,34,36,0.01795393
2,2,3,3,55,34,36,0.03594728
1,4,5,8,56,34,36,0.024700342
