X,Y,Z,Chat-252
53,33,34,0.007533019
54,33,34,0.010648282
55,33,34,0.027163606
56,33,34,0.02413465
57,33,34,0.04055506
58,33,34,0.03277974
60,33,34,-1
61,33,34,0.014965565
62,33,34,0.025072763
63,33,34,0.011588675
64,33,34,-1
53,34,34,0.007409955
54,34,34,0.009091091
55,34,34,0.024633868
56,34,34,0.013063835
57,34,34,0.014956303
58,34,34,0.01812432
59,34,34,0.015382121
60,34,34,-1
61,34,34,0.010115959
63,34,34,0.014165176
64,34,34,-1
53,35,34,0.005060501
54,35,34,0.004192208
55,35,34,0.011258279
56,35,34,0.004442416
57,35,34,0.005024738
58,35,34,0.016626425
59,35,34,0.01569692
60,35,34,-1
54,36,34,0.001393688
55,36,34,0.001790159
56,36,34,0.000810281
57,36,34,0.001627626
58,36,34,0.008323435
59,36,34,0.005712041
58,37,34,0.001263568
59,37,34,0.001068464
54,26,35,0.006252925
62,26,35,0.015994877
53,27,35,0.013682359
54,27,35,0.005084793
55,27,35,0.003165858
59,27,35,0.02413062
61,27,35,0.007187247
62,27,35,0.01395342
64,27,35,-1
53,28,35,0.005855357
54,28,35,0.005332288
55,28,35,0.003238608
59,28,35,0.023070518
60,28,35,-1
61,28,35,0.00816936
62,28,35,0.014994336
63,28,35,0.009884301
64,28,35,-1
56,29,35,0.00866866
57,29,35,0.010063147
58,29,35,0.018622143
59,29,35,0.021107044
60,29,35,-1
61,29,35,0.010578985
62,29,35,0.018232297
63,29,35,0.014317717
64,29,35,-1
65,29,35,-1
53,30,35,0.002855233
54,30,35,0.00731898
55,30,35,0.012789047
56,30,35,0.01999359
57,30,35,0.0293548
58,30,35,0.021737818
60,30,35,-1
61,30,35,0.017475037
62,30,35,0.02470325
63,30,35,0.0165762
64,30,35,-1
65,30,35,-1
53,31,35,0.004274434
54,31,35,0.008448116
55,31,35,0.02223832
56,31,35,0.040641353
57,31,35,0.061109137
58,31,35,0.034863446
59,31,35,0.017966509
60,31,35,-1
61,31,35,0.030306604
62,31,35,0.02976102
63,31,35,0.014159031
64,31,35,-1
65,31,35,-1
53,32,35,0.007538426
54,32,35,0.014305064
55,32,35,0.040277872
56,32,35,0.05225248
57,32,35,0.063409306
58,32,35,0.05904818
59,32,35,0.018028527
60,32,35,-1
62,32,35,0.027064592
63,32,35,0.011982446
64,32,35,-1
53,33,35,0.011353702
54,33,35,0.018602937
55,33,35,0.050224476
56,33,35,0.043666597
57,33,35,0.039635073
58,33,35,0.04414554
59,33,35,0.015819602
60,33,35,-1
64,33,35,-1
55,34,35,0.043728355
56,34,35,0.022735318
57,34,35,0.012096418
58,34,35,0.01961954
60,34,35,-1
61,34,35,0.011775497
63,34,35,0.010148469
55,35,35,0.019198949
57,35,35,0.003080153
58,35,35,0.009406545
59,35,35,0.012082416
60,35,35,-1
61,35,35,0.006287049
57,36,35,0.000726382
58,36,35,0.003636841
59,36,35,0.003751508
61,36,35,0.001485661
58,37,35,0.000391367
53,26,36,0.03944639
53,27,36,0.026342096
60,27,36,-1
62,27,36,0.019343557
64,27,36,-1
54,28,36,0.008842525
60,28,36,-1
61,28,36,0.006477387
62,28,36,0.018981958
64,28,36,-1
54,29,36,0.010973427
55,29,36,0.007019467
56,29,36,0.012962506
57,29,36,0.014318037
59,29,36,0.016423428
60,29,36,-1
61,29,36,0.008199483
62,29,36,0.020927459
63,29,36,0.016970506
64,29,36,-1
53,30,36,0.00400848
54,30,36,0.011129785
55,30,36,0.017350415
56,30,36,0.031391963
57,30,36,0.037103165
58,30,36,0.02100026
59,30,36,0.013812512
60,30,36,-1
61,30,36,0.015168307
62,30,36,0.02728343
63,30,36,0.019131714
64,30,36,-1
53,31,36,0.00695913
54,31,36,0.012749734
55,31,36,0.036135547
56,31,36,0.057969164
57,31,36,0.0719765
58,31,36,0.035695117
59,31,36,0.013674534
60,31,36,-1
61,31,36,0.029489292
62,31,36,0.030265464
63,31,36,0.014882202
53,32,36,0.011991209
54,32,36,0.01839927
55,32,36,0.053277534
56,32,36,0.068461396
57,32,36,0.070118524
58,32,36,0.057531446
59,32,36,0.016164998
62,32,36,0.02161698
63,32,36,0.012767238
64,32,36,-1
53,33,36,0.014448391
54,33,36,0.022312675
55,33,36,0.054239955
56,33,36,0.05287211
58,33,36,0.044544782
61,33,36,0.0127424
63,33,36,0.009302093
64,33,36,-1
53,34,36,0.010189694
54,34,36,0.01795393
55,34,36,0.03594728
56,34,36,0.024700342
57,34,36,0.010552294
58,34,36,0.021943858
59,34,36,0.010506878
60,34,36,-1
61,34,36,0.011006189
63,34,36,0.003983037
64,34,36,-1
54,35,36,0.004771918
55,35,36,0.013753606
56,35,36,0.004234613
57,35,36,0.001925985
58,35,36,0.005823508
59,35,36,0.004869517
61,35,36,0.005177352
58,36,36,0.00156696
53,25,37,0.057448093
53,26,37,0.052545328
53,27,37,0.03187341
53,28,37,0.012529138
53,29,37,0.00602425
62,29,37,0.028789682
63,29,37,0.015478985
64,29,37,-1
62,30,37,0.032887753
63,30,37,0.016660105
64,30,37,-1
53,31,37,0.010222344
54,31,37,0.018089214
57,31,37,0.06379655
58,31,37,0.032357197
59,31,37,0.014113127
62,31,37,0.033668347
63,31,37,0.016456058
53,32,37,0.015919952
54,32,37,0.022557301
59,32,37,0.016050294
62,32,37,0.023853684
63,32,37,0.016457167
54,33,37,0.021766864
55,33,37,0.04206914
58,33,37,0.032063417
59,33,37,0.013972141
62,33,37,0.014994036
63,33,37,0.010926807
64,33,37,-1
53,34,37,0.008604862
54,34,37,0.01397324
55,34,37,0.016035693
58,34,37,0.015139488
59,34,37,0.00765965
60,34,37,-1
63,34,37,0.002285501
55,35,37,0.004645371
56,35,37,0.001445297
58,35,37,0.002797503
59,35,37,0.001560486
53,25,38,0.0464784
53,26,38,0.042877786
62,33,38,0.012970295
53,25,39,0.018978873
63,34,39,0.000239279
